date,volume_t-1,volume_t-2,volume_t-3,volume_t-4,low_t-1,volume
2017-10-03,1216981,1693854,1672816,1126243,65.06,1216981
2017-10-04,745628,1216981,1693854,1672816,65.15,745628
2017-10-05,1974081,745628,1216981,1693854,65.52,1974081
2017-10-06,1405100,1974081,745628,1216981,65.66,1405100
2017-10-09,1542307,1405100,1974081,745628,66.02,1542307
2017-10-10,1143075,1542307,1405100,1974081,66.22,1143075
2017-10-11,1794800,1143075,1542307,1405100,66.34,1794800
2017-10-12,1454994,1794800,1143075,1542307,66.54,1454994
2017-10-13,943164,1454994,1794800,1143075,66.89,943164
2017-10-16,1473459,943164,1454994,1794800,66.77,1473459
2017-10-17,1711833,1473459,943164,1454994,65.99,1711833
2017-10-18,1150468,1711833,1473459,943164,66.07,1150468
2017-10-19,1359119,1150468,1711833,1473459,66.06,1359119
2017-10-20,1506112,1359119,1150468,1711833,67.07,1506112
2017-10-23,1267570,1506112,1359119,1150468,66.93,1267570
2017-10-24,1975704,1267570,1506112,1359119,66.88,1975704
2017-10-25,1590537,1975704,1267570,1506112,67.03,1590537
2017-10-26,1418152,1590537,1975704,1267570,67.2,1418152
2017-10-27,1440996,1418152,1590537,1975704,67.41,1440996
2017-10-30,846605,1440996,1418152,1590537,67.1,846605
2017-10-31,1614432,846605,1440996,1418152,67.54,1614432
2017-11-01,1357998,1614432,846605,1440996,67.84,1357998
2017-11-02,1856865,1357998,1614432,846605,67.81,1856865
2017-11-03,1072288,1856865,1357998,1614432,68.01,1072288
2017-11-06,995731,1072288,1856865,1357998,67.87,995731
2017-11-07,956466,995731,1072288,1856865,68.04,956466
2017-11-08,977616,956466,995731,1072288,67.771,977616
2017-11-09,1665042,977616,956466,995731,66.91,1665042
2017-11-10,1439275,1665042,977616,956466,69.17,1439275
2017-11-13,1536388,1439275,1665042,977616,66.25,1536388
2017-11-14,2426247,1536388,1439275,1665042,66.89,2426247
2017-11-15,2042296,2426247,1536388,1439275,66.91,2042296
2017-11-16,2300408,2042296,2426247,1536388,67.45,2300408
2017-11-17,1823122,2300408,2042296,2426247,68.29,1823122
2017-11-20,4143453,1823122,2300408,2042296,68.95,4143453
2017-11-21,5330554,4143453,1823122,2300408,67.7,5330554
2017-11-22,3041728,5330554,4143453,1823122,68.3,3041728
2017-11-24,1015411,3041728,5330554,4143453,68.78,1015411
2017-11-27,1439275,1015411,3041728,5330554,69.17,1439275
2017-11-28,2473433,1439275,1015411,3041728,69.42,2473433
2017-11-29,1904175,2473433,1439275,1015411,68.45,1904175
2017-11-30,1922514,1904175,2473433,1439275,68.21,1922514
2017-12-01,2516564,1922514,1904175,2473433,67.23,2516564
2017-12-04,2899424,2516564,1922514,1904175,66.18,2899424
2017-12-05,2383974,2899424,2516564,1922514,65.73,2383974
2017-12-06,1690108,2383974,2899424,2516564,65.601,1690108
2017-12-07,2294513,1690108,2383974,2899424,65.77,2294513
2017-12-08,2195577,2294513,1690108,2383974,66.6523,2195577
2017-12-11,2438556,2195577,2294513,1690108,66.48,2438556
2017-12-12,2180984,2438556,2195577,2294513,66.5,2180984
2017-12-13,1684618,2180984,2438556,2195577,66.64,1684618
2017-12-14,1774564,1684618,2180984,2438556,66.37,1774564
2017-12-15,2871925,1774564,1684618,2180984,66.69,2871925
2017-12-18,2306264,2871925,1774564,1684618,67.48,2306264
2017-12-19,1469439,2306264,2871925,1774564,67.49,1469439
2017-12-20,1363529,1469439,2306264,2871925,67.16,1363529
2017-12-21,1502218,1363529,1469439,2306264,67.2679,1502218
2017-12-22,1221315,1502218,1363529,1469439,66.86,1221315
2017-12-26,532863,1221315,1502218,1363529,67.05,532863
2017-12-27,1038585,532863,1221315,1502218,67.15,1038585
2017-12-28,607022,1038585,532863,1221315,67.02,607022
2017-12-29,1064895,607022,1038585,532863,66.93,1064895
2018-01-02,1047830,1064895,607022,1038585,67.34,1047830
2018-01-03,1698899,1047830,1064895,607022,67.6,1698899
2018-01-04,2231534,1698899,1047830,1064895,68.78,2231534
2018-01-05,1632512,2231534,1698899,1047830,68.73,1632512
2018-01-08,1613911,1632512,2231534,1698899,69.545,1613911
2018-01-09,2666711,1613911,1632512,2231534,70.17,2666711
