date,volume_t-20,volume_t-19,volume_t-18,volume_t-17,volume_t-16,volume_t-15,volume_t-14,volume_t-13,volume_t-12,volume_t-11,volume_t-10,volume_t-9,volume_t-8,volume_t-7,volume_t-6,volume_t-5,volume_t-4,volume_t-3,volume_t-2,volume_t-1,volume
2014-03-25,2400946,3123781,2876261,2488373,2841919,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,1727269
2014-03-26,3123781,2876261,2488373,2841919,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2560731
2014-03-27,2876261,2488373,2841919,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2972614
2014-03-28,2488373,2841919,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2006941
2014-03-31,2841919,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2190772
2014-04-01,3113546,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,2090720
2014-04-02,5178833,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1919493
2014-04-03,3247154,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,1603010
2014-04-04,2563418,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2307668
2014-04-07,3421731,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,2584538
2014-04-08,1652324,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,1842491
2014-04-09,2318832,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,2017519
2014-04-10,1745218,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,1966409
2014-04-11,1437471,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2591968
2014-04-14,1294681,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2840577
2014-04-15,1804350,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,2172515
2014-04-16,1808447,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,1243513
2014-04-17,2762931,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,2061997
2014-04-21,1985703,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1185867
2014-04-22,1727269,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,1475541
2014-04-23,2560731,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,894232
2014-04-24,2972614,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1806441
2014-04-25,2006941,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,1580495
2014-04-28,2190772,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3009046
2014-04-29,2090720,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,3359741
2014-04-30,1919493,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1678627
2014-05-01,1603010,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,1472407
2014-05-02,2307668,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2080946
2014-05-05,2584538,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2087256
2014-05-06,1842491,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2224227
2014-05-07,2017519,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2219204
2014-05-08,1966409,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,2209139
2014-05-09,2591968,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,1287905
2014-05-12,2840577,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,2042132
2014-05-13,2172515,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,1465527
2014-05-14,1243513,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,2591684
2014-05-15,2061997,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,5740663
2014-05-16,1185867,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2405753
2014-05-19,1475541,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,2742131
2014-05-20,894232,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1840126
2014-05-21,1806441,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1102300
2014-05-22,1580495,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,1686139
2014-05-23,3009046,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,3510829
2014-05-27,3359741,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1190619
2014-05-28,1678627,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1807185
2014-05-29,1472407,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,1558720
2014-05-30,2080946,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,2547039
2014-06-02,2087256,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1274846
2014-06-03,2224227,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1842298
2014-06-04,2219204,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1145664
2014-06-05,2209139,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1833063
2014-06-06,1287905,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1285879
2014-06-09,2042132,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1188782
2014-06-10,1465527,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1267805
2014-06-11,2591684,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1410610
2014-06-12,5740663,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1677989
2014-06-13,2405753,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1054865
2014-06-16,2742131,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1174434
2014-06-17,1840126,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1328510
2014-06-18,1102300,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,1114749
2014-06-19,1686139,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,3149546
2014-06-20,3510829,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,2029378
2014-06-23,1190619,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1435625
2014-06-24,1807185,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1125825
2014-06-25,1558720,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1060501
2014-06-26,2547039,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1102367
2014-06-27,1274846,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1519046
2014-06-30,1842298,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,1314906
2014-07-01,1145664,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,2010785
2014-07-02,1833063,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,1414957
2014-07-03,1285879,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,600744
2014-07-07,1188782,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,949243
2014-07-08,1267805,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1615912
2014-07-09,1410610,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1278504
2014-07-10,1677989,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1189340
2014-07-11,1054865,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1183288
2014-07-14,1174434,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,1487761
2014-07-15,1328510,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,2094496
2014-07-16,1114749,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,1868521
2014-07-17,3149546,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,4404085
2014-07-18,2029378,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1706174
2014-07-21,1435625,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,1983914
2014-07-22,1125825,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,2411722
2014-07-23,1060501,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,1453645
2014-07-24,1102367,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,2534358
2014-07-25,1519046,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1719615
2014-07-28,1314906,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,1510223
2014-07-29,2010785,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,2003109
2014-07-30,1414957,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,1371335
2014-07-31,600744,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,2708121
2014-08-01,949243,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560
2014-08-04,1615912,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,957560
2014-08-05,1278504,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1733728
2014-08-06,1189340,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1568834
2014-08-07,1183288,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1628472
2014-08-08,1487761,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1766002
2014-08-11,2094496,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,1252725
2014-08-12,1868521,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,2642075
2014-08-13,4404085,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,1721261
2014-08-14,1706174,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,3478558
2014-08-15,1983914,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,5578794
2014-08-18,2411722,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,2761606
2014-08-19,1453645,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1192963
2014-08-20,2534358,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1846569
2014-08-21,1719615,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1228385
2014-08-22,1510223,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,1439567
2014-08-25,2003109,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,967137
2014-08-26,1371335,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,888727
2014-08-27,2708121,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1193004
2014-08-28,957560,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1395449
2014-08-29,957560,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,1979934
2014-09-02,1733728,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,2015566
2014-09-03,1568834,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,1478032
2014-09-04,1628472,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,790594
2014-09-05,1766002,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,908184
2014-09-08,1252725,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1345766
2014-09-09,2642075,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1286053
2014-09-10,1721261,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,1477856
2014-09-11,3478558,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,995855
2014-09-12,5578794,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,2590395
2014-09-15,2761606,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1621086
2014-09-16,1192963,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,1379832
2014-09-17,1846569,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2710468
2014-09-18,1228385,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2867046
2014-09-19,1439567,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,2173992
2014-09-22,967137,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1686631
2014-09-23,888727,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1632282
2014-09-24,1193004,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1650529
2014-09-25,1395449,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,1629584
2014-09-26,1979934,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,2218441
2014-09-29,2015566,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,1626565
2014-09-30,1478032,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2120557
2014-10-01,790594,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,2481276
2014-10-02,908184,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1708052
2014-10-03,1345766,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1577280
2014-10-06,1286053,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1157370
2014-10-07,1477856,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,1515558
2014-10-08,995855,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2124682
2014-10-09,2590395,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,2526263
2014-10-10,1621086,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,5133638
2014-10-13,1379832,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,2527277
2014-10-14,2710468,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,3972861
2014-10-15,2867046,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,4723905
2014-10-16,2173992,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,5362096
2014-10-17,1686631,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,3810818
2014-10-20,1632282,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,4942206
2014-10-21,1650529,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2231876
2014-10-22,1629584,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,2161086
2014-10-23,2218441,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1754719
2014-10-24,1626565,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1508194,1508194
2014-10-27,2120557,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1508194,1105293,1105293
2014-10-28,2481276,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1508194,1105293,1714329,1714329
2014-10-29,1708052,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1508194,1105293,1714329,1484268,1484268
2014-10-30,1577280,1157370,1515558,2124682,2526263,5133638,2527277,3972861,4723905,5362096,3810818,4942206,2231876,2161086,1754719,1508194,1105293,1714329,1484268,2504261,2504261
