date,volume_t-20,volume_t-19,volume_t-18,volume_t-17,volume_t-16,volume_t-15,volume_t-14,volume_t-13,volume_t-12,volume_t-11,volume_t-10,volume_t-9,volume_t-8,volume_t-7,volume_t-6,volume_t-5,volume_t-4,volume_t-3,volume_t-2,volume_t-1,volume
2015-09-15,6416891,2730429,2145028,3828206,4114990,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,1752721
2015-09-16,2730429,2145028,3828206,4114990,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,2130117
2015-09-17,2145028,3828206,4114990,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,1819067
2015-09-18,3828206,4114990,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,3352296
2015-09-21,4114990,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2640363
2015-09-22,3802732,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,2283337
2015-09-23,3233814,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,1962552
2015-09-24,2406297,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2028940
2015-09-25,1783861,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2730672
2015-09-28,2554666,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2615440
2015-09-29,2954093,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2252364
2015-09-30,2119191,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,2545749
2015-10-01,2140822,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3011460
2015-10-02,2819027,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,3519448
2015-10-05,1787408,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1675429
2015-10-06,1885293,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,1833679
2015-10-07,1628726,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,3089575
2015-10-08,1443721,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,2598314
2015-10-09,2223319,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,3232938
2015-10-12,1752721,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,1349866
2015-10-13,2130117,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,2383212
2015-10-14,1819067,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1647407
2015-10-15,3352296,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1432995
2015-10-16,2640363,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,1754319
2015-10-19,2283337,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,3685845
2015-10-20,1962552,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2635777
2015-10-21,2028940,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,2886412
2015-10-22,2730672,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,3696278
2015-10-23,2615440,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,2732645
2015-10-26,2252364,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,1948411
2015-10-27,2545749,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,2557172
2015-10-28,3011460,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1780126
2015-10-29,3519448,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,1352267
2015-10-30,1675429,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,2194619
2015-11-02,1833679,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1810869
2015-11-03,3089575,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1485779
2015-11-04,2598314,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1569620
2015-11-05,3232938,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1419963
2015-11-06,1349866,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,1964478
2015-11-09,2383212,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,3109588
2015-11-10,1647407,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,4339800
2015-11-11,1432995,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,1969168
2015-11-12,1754319,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3096336
2015-11-13,3685845,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,3335092
2015-11-16,2635777,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,2490208
2015-11-17,2886412,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,7679493
2015-11-18,3696278,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,6589609
2015-11-19,2732645,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,7275136
2015-11-20,1948411,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,5447723
2015-11-23,2557172,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,6474141
2015-11-24,1780126,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,5669066
2015-11-25,1352267,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,3797067
2015-11-27,2194619,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,1935738
2015-11-30,1810869,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,3208114
2015-12-01,1485779,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,7989220
2015-12-02,1569620,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,4713210
2015-12-03,1419963,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,3314529
2015-12-04,1964478,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2519309
2015-12-07,3109588,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,2004492
2015-12-08,4339800,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4331832
2015-12-09,1969168,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,4133291
2015-12-10,3096336,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,3709240
2015-12-11,3335092,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2634362
2015-12-14,2490208,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2310538
2015-12-15,7679493,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2195375
2015-12-16,6589609,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2582642
2015-12-17,7275136,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,2218837
2015-12-18,5447723,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,3364796
2015-12-21,6474141,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1735159
2015-12-22,5669066,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1643172
2015-12-23,3797067,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,1510716
2015-12-24,1935738,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,874549
2015-12-28,3208114,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1458242
2015-12-29,7989220,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,1757360
2015-12-30,4713210,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,834358
2015-12-31,3314529,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,1450968
2016-01-04,2519309,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,3287335
2016-01-05,2004492,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2587246
2016-01-06,4331832,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,2103619
2016-01-07,4133291,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3504314
2016-01-08,3709240,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,3736768
2016-01-11,2634362,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,2818611
2016-01-12,2310538,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,1989379
2016-01-13,2195375,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,4206638
2016-01-14,2582642,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2893372
2016-01-15,2218837,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2994386
2016-01-19,3364796,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2506559
2016-01-20,1735159,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2469088
2016-01-21,1643172,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,2298372
2016-01-22,1510716,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1834467
2016-01-25,874549,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1831240
2016-01-26,1458242,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1755032
2016-01-27,1757360,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,1479446
2016-01-28,834358,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,3479452
2016-01-29,1450968,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2959863
2016-02-01,3287335,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,2666567
2016-02-02,2587246,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,1742325
2016-02-03,2103619,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2128426
2016-02-04,3504314,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,2833492
2016-02-05,3736768,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,4424609
2016-02-08,2818611,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3888601
2016-02-09,1989379,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3464464
2016-02-10,4206638,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3169951
2016-02-11,2893372,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3224004
2016-02-12,2994386,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,3923627
2016-02-16,2506559,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,2903649
2016-02-17,2469088,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,5382312
2016-02-18,2298372,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2231481
2016-02-19,1834467,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,2339426
2016-02-22,1831240,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1792962
2016-02-23,1755032,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1282290
2016-02-24,1479446,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1454952
2016-02-25,3479452,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,1453515
2016-02-26,2959863,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,944266
2016-02-29,2666567,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2187500
2016-03-01,1742325,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,2760200
2016-03-02,2128426,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,3612508
2016-03-03,2833492,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,946823
2016-03-04,4424609,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1124968
2016-03-07,3888601,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1221574
2016-03-08,3464464,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1801486
2016-03-09,3169951,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614633
2016-03-10,3224004,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1614998
2016-03-11,3923627,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,1517348
2016-03-14,2903649,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,929638
2016-03-15,5382312,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1059439
2016-03-16,2231481,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1956125
2016-03-17,2339426,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,1895669
2016-03-18,1792962,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2504361
2016-03-21,1282290,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,2172615
2016-03-22,1454952,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1552312
2016-03-23,1453515,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,1554822
2016-03-24,944266,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,993627
2016-03-28,2187500,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1272724
2016-03-29,2760200,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,1091198
2016-03-30,3612508,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,783495
2016-03-31,946823,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,3143468
2016-04-01,1124968,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2857844
2016-04-04,1221574,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,2958061
2016-04-05,1801486,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1900659
2016-04-06,1614633,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1566612
2016-04-07,1614998,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1373839
2016-04-08,1517348,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1106293
2016-04-11,929638,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,1049336
2016-04-12,1059439,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,992495
2016-04-13,1956125,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,2495340
2016-04-14,1895669,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1347753
2016-04-15,2504361,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1442264
2016-04-18,2172615,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1536678,1536678
2016-04-19,1552312,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1536678,1640774,1640774
2016-04-20,1554822,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1536678,1640774,1243893,1243893
2016-04-21,993627,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1536678,1640774,1243893,1670389,1670389
2016-04-22,1272724,1091198,783495,3143468,2857844,2958061,1900659,1566612,1373839,1106293,1049336,992495,2495340,1347753,1442264,1536678,1640774,1243893,1670389,1396272,1396272
