Feature,Importance,Selected
open_t-3,0.999952795278767,True
open_t-1,0.9999458973548937,True
low_t-4,0.9999446621726796,True
high_t-1,0.9999443004782754,True
low_t-3,0.9999428170685013,True
low_t-1,0.9999424730249921,False
low_t-5,0.9999404225540599,False
close_t-1,0.9999400702208259,False
close_t-4,0.9999327613876454,False
low_t-6,0.9999286689416388,False
open_t-5,0.9999285749746639,False
high_t-3,0.9999279819614749,False
close_t-9,0.9999277854504199,False
open_t-8,0.9999265659280064,False
low_t-9,0.9999234267228291,False
close_t-5,0.999923137353512,False
open_t-4,0.9999228598351176,False
high_t-6,0.9999217885961643,False
open_t-6,0.9999213506923419,False
close_t-6,0.999920872509131,False
close_t-3,0.9999198894099848,False
high_t-4,0.9999186808612232,False
high_t-5,0.9999179351571581,False
low_t-8,0.9999159592343556,False
high_t-7,0.9999065384623776,False
open_t-2,0.9999057894198496,False
high_t-8,0.9999049416830558,False
open_t-11,0.9999049329167549,False
high_t-9,0.9999049006281332,False
close_t-7,0.9999031155523566,False
close_t-2,0.999902649634829,False
low_t-11,0.9998974188618238,False
open_t-10,0.9998964789023909,False
close_t-8,0.9998942185040645,False
high_t-2,0.9998926290597405,False
close_t-10,0.9998925648555506,False
open_t-7,0.9998912857739616,False
low_t-2,0.9998882710137008,False
open_t-9,0.9998863545845179,False
low_t-10,0.99988622506897,False
low_t-7,0.9998851190230587,False
close_t-12,0.9998831537676249,False
high_t-10,0.9998805370670086,False
low_t-12,0.9998746057868709,False
volume_t-3,0.9998725073651176,False
high_t-11,0.99986490977413,False
high_t-12,0.9998575088899125,False
close_t-11,0.9998489782728884,False
open_t-12,0.9998400806503736,False
close_t-13,0.9998259443280892,False
low_t-14,0.9997788131983921,False
low_t-13,0.9997728236837968,False
high_t-13,0.9997710832256783,False
open_t-14,0.9997470474316035,False
high_t-14,0.9997433212199985,False
close_t-14,0.9997011149520916,False
open_t-13,0.9996991512790069,False
close_t-16,0.9995868533318575,False
low_t-15,0.9995722529954961,False
close_t-15,0.9995655394115137,False
open_t-15,0.9995202126973622,False
low_t-16,0.9994989600947978,False
high_t-15,0.999479897739055,False
high_t-16,0.9994427159404051,False
low_t-18,0.999349062461808,False
open_t-16,0.9993372405900138,False
close_t-19,0.999276987038341,False
low_t-19,0.9992473248647752,False
close_t-18,0.9992472710960769,False
open_t-19,0.9992467737632341,False
high_t-17,0.9992324402057189,False
high_t-19,0.9991935945506143,False
open_t-18,0.9991908285196517,False
high_t-18,0.9991883956946643,False
close_t-17,0.9991414973027463,False
open_t-17,0.9990968630986853,False
low_t-17,0.9990726948495645,False
high_t-20,0.9989580966163848,False
open_t-20,0.9988873364400982,False
close_t-20,0.9988688079479835,False
low_t-20,0.9987959341385103,False
volume_t-5,0.9980668243477088,False
volume_t-18,0.9939502100576284,False
volume_t-4,0.9937518928054174,False
volume_t-16,0.9920905105351909,False
volume_t-6,0.9893106122249922,False
volume_t-13,0.9885894855357109,False
volume_t-14,0.9881819030155214,False
volume_t-11,0.988098146650325,False
volume_t-19,0.9860925118396019,False
volume_t-7,0.9800643431194204,False
volume_t-15,0.9799858060456157,False
volume_t-12,0.9697732751073644,False
volume_t-2,0.9626528317928004,False
volume_t-10,0.9499138754330861,False
volume_t-20,0.9472133352090517,False
volume_t-8,0.9422892450270588,False
volume_t-9,0.8277610551882195,False
volume_t-17,0.7976615220191927,False
volume_t-1,0.0,False
