date,volume_t-19,volume_t-20,volume_t-16,volume_t-18,volume_t-17,volume
2014-01-13,1685454,2022610,1893211,3209227,4136283,2946738
2014-01-14,3209227,1685454,2954031,4136283,1893211,2562236
2014-01-15,4136283,3209227,1578464,1893211,2954031,2335194
2014-01-16,1893211,4136283,779696,2954031,1578464,1835957
2014-01-17,2954031,1893211,714431,1578464,779696,1699534
2014-01-21,1578464,2954031,653055,779696,714431,3008458
2014-01-22,779696,1578464,1127980,714431,653055,2769350
2014-01-23,714431,779696,941447,653055,1127980,3063559
2014-01-24,653055,714431,1916160,1127980,941447,2656341
2014-01-27,1127980,653055,1866651,941447,1916160,4669012
2014-01-28,941447,1127980,1777472,1916160,1866651,2536290
2014-01-29,1916160,941447,1463208,1866651,1777472,2163031
2014-01-30,1866651,1916160,2659468,1777472,1463208,3743153
2014-01-31,1777472,1866651,1757647,1463208,2659468,3529054
2014-02-03,1463208,1777472,1623330,2659468,1757647,2929252
2014-02-04,2659468,1463208,2946738,1757647,1623330,2911877
2014-02-05,1757647,2659468,2562236,1623330,2946738,2283870
2014-02-06,1623330,1757647,2335194,2946738,2562236,1609451
2014-02-07,2946738,1623330,1835957,2562236,2335194,1975290
2014-02-10,2562236,2946738,1699534,2335194,1835957,1760468
2014-02-11,2335194,2562236,3008458,1835957,1699534,2148202
2014-02-12,1835957,2335194,2769350,1699534,3008458,2347270
2014-02-13,1699534,1835957,3063559,3008458,2769350,3097011
2014-02-14,3008458,1699534,2656341,2769350,3063559,17862776
2014-02-18,2769350,3008458,4669012,3063559,2656341,6553839
2014-02-19,3063559,2769350,2536290,2656341,4669012,4838795
2014-02-20,2656341,3063559,2163031,4669012,2536290,4629755
2014-02-21,4669012,2656341,3743153,2536290,2163031,2407171
2014-02-24,2536290,4669012,3529054,2163031,3743153,2392783
2014-02-25,2163031,2536290,2929252,3743153,3529054,3375173
2014-02-26,3743153,2163031,2911877,3529054,2929252,2400946
2014-02-27,3529054,3743153,2283870,2929252,2911877,3123781
2014-02-28,2929252,3529054,1609451,2911877,2283870,2876261
2014-03-03,2911877,2929252,1975290,2283870,1609451,2488373
2014-03-04,2283870,2911877,1760468,1609451,1975290,2841919
2014-03-05,1609451,2283870,2148202,1975290,1760468,3113546
2014-03-06,1975290,1609451,2347270,1760468,2148202,5178833
2014-03-07,1760468,1975290,3097011,2148202,2347270,3247154
2014-03-10,2148202,1760468,17862776,2347270,3097011,2563418
2014-03-11,2347270,2148202,6553839,3097011,17862776,3421731
2014-03-12,3097011,2347270,4838795,17862776,6553839,1652324
2014-03-13,17862776,3097011,4629755,6553839,4838795,2318832
2014-03-14,6553839,17862776,2407171,4838795,4629755,1745218
2014-03-17,4838795,6553839,2392783,4629755,2407171,1437471
2014-03-18,4629755,4838795,3375173,2407171,2392783,1294681
2014-03-19,2407171,4629755,2400946,2392783,3375173,1804350
2014-03-20,2392783,2407171,3123781,3375173,2400946,1808447
2014-03-21,3375173,2392783,2876261,2400946,3123781,2762931
2014-03-24,2400946,3375173,2488373,3123781,2876261,1985703
2014-03-25,3123781,2400946,2841919,2876261,2488373,1727269
2014-03-26,2876261,3123781,3113546,2488373,2841919,2560731
2014-03-27,2488373,2876261,5178833,2841919,3113546,2972614
2014-03-28,2841919,2488373,3247154,3113546,5178833,2006941
2014-03-31,3113546,2841919,2563418,5178833,3247154,2190772
2014-04-01,5178833,3113546,3421731,3247154,2563418,2090720
2014-04-02,3247154,5178833,1652324,2563418,3421731,1919493
2014-04-03,2563418,3247154,2318832,3421731,1652324,1603010
2014-04-04,3421731,2563418,1745218,1652324,2318832,2307668
2014-04-07,1652324,3421731,1437471,2318832,1745218,2584538
2014-04-08,2318832,1652324,1294681,1745218,1437471,1842491
2014-04-09,1745218,2318832,1804350,1437471,1294681,2017519
2014-04-10,1437471,1745218,1808447,1294681,1804350,1966409
2014-04-11,1294681,1437471,2762931,1804350,1808447,2591968
2014-04-14,1804350,1294681,1985703,1808447,2762931,2840577
2014-04-15,1808447,1804350,1727269,2762931,1985703,2172515
2014-04-16,2762931,1808447,2560731,1985703,1727269,1243513
2014-04-17,1985703,2762931,2972614,1727269,2560731,2061997
2014-04-21,1727269,1985703,2006941,2560731,2972614,1185867
2014-04-22,2560731,1727269,2190772,2972614,2006941,1475541
2014-04-23,2972614,2560731,2090720,2006941,2190772,894232
2014-04-24,2006941,2972614,1919493,2190772,2090720,1806441
2014-04-25,2190772,2006941,1603010,2090720,1919493,1580495
2014-04-28,2090720,2190772,2307668,1919493,1603010,3009046
2014-04-29,1919493,2090720,2584538,1603010,2307668,3359741
2014-04-30,1603010,1919493,1842491,2307668,2584538,1678627
2014-05-01,2307668,1603010,2017519,2584538,1842491,1472407
2014-05-02,2584538,2307668,1966409,1842491,2017519,2080946
2014-05-05,1842491,2584538,2591968,2017519,1966409,2087256
2014-05-06,2017519,1842491,2840577,1966409,2591968,2224227
2014-05-07,1966409,2017519,2172515,2591968,2840577,2219204
2014-05-08,2591968,1966409,1243513,2840577,2172515,2209139
2014-05-09,2840577,2591968,2061997,2172515,1243513,1287905
2014-05-12,2172515,2840577,1185867,1243513,2061997,2042132
2014-05-13,1243513,2172515,1475541,2061997,1185867,1465527
2014-05-14,2061997,1243513,894232,1185867,1475541,2591684
2014-05-15,1185867,2061997,1806441,1475541,894232,5740663
2014-05-16,1475541,1185867,1580495,894232,1806441,2405753
2014-05-19,894232,1475541,3009046,1806441,1580495,2742131
2014-05-20,1806441,894232,3359741,1580495,3009046,1840126
2014-05-21,1580495,1806441,1678627,3009046,3359741,1102300
2014-05-22,3009046,1580495,1472407,3359741,1678627,1686139
2014-05-23,3359741,3009046,2080946,1678627,1472407,3510829
2014-05-27,1678627,3359741,2087256,1472407,2080946,1190619
2014-05-28,1472407,1678627,2224227,2080946,2087256,1807185
2014-05-29,2080946,1472407,2219204,2087256,2224227,1558720
2014-05-30,2087256,2080946,2209139,2224227,2219204,2547039
2014-06-02,2224227,2087256,1287905,2219204,2209139,1274846
2014-06-03,2219204,2224227,2042132,2209139,1287905,1842298
2014-06-04,2209139,2219204,1465527,1287905,2042132,1145664
2014-06-05,1287905,2209139,2591684,2042132,1465527,1833063
2014-06-06,2042132,1287905,5740663,1465527,2591684,1285879
2014-06-09,1465527,2042132,2405753,2591684,5740663,1188782
2014-06-10,2591684,1465527,2742131,5740663,2405753,1267805
2014-06-11,5740663,2591684,1840126,2405753,2742131,1410610
2014-06-12,2405753,5740663,1102300,2742131,1840126,1677989
2014-06-13,2742131,2405753,1686139,1840126,1102300,1054865
2014-06-16,1840126,2742131,3510829,1102300,1686139,1174434
