date,volume_t-1,volume_t-5,volume_t-18,volume_t-17,volume_t-15,volume
2014-05-15,5740663,1287905,1475541,894232,1580495,5740663
2014-05-16,2405753,2042132,894232,1806441,3009046,2405753
2014-05-19,2742131,1465527,1806441,1580495,3359741,2742131
2014-05-20,1840126,2591684,1580495,3009046,1678627,1840126
2014-05-21,1102300,5740663,3009046,3359741,1472407,1102300
2014-05-22,1686139,2405753,3359741,1678627,2080946,1686139
2014-05-23,3510829,2742131,1678627,1472407,2087256,3510829
2014-05-27,1190619,1840126,1472407,2080946,2224227,1190619
2014-05-28,1807185,1102300,2080946,2087256,2219204,1807185
2014-05-29,1558720,1686139,2087256,2224227,2209139,1558720
2014-05-30,2547039,3510829,2224227,2219204,1287905,2547039
2014-06-02,1274846,1190619,2219204,2209139,2042132,1274846
2014-06-03,1842298,1807185,2209139,1287905,1465527,1842298
2014-06-04,1145664,1558720,1287905,2042132,2591684,1145664
2014-06-05,1833063,2547039,2042132,1465527,5740663,1833063
2014-06-06,1285879,1274846,1465527,2591684,2405753,1285879
2014-06-09,1188782,1842298,2591684,5740663,2742131,1188782
2014-06-10,1267805,1145664,5740663,2405753,1840126,1267805
2014-06-11,1410610,1833063,2405753,2742131,1102300,1410610
2014-06-12,1677989,1285879,2742131,1840126,1686139,1677989
2014-06-13,1054865,1188782,1840126,1102300,3510829,1054865
2014-06-16,1174434,1267805,1102300,1686139,1190619,1174434
2014-06-17,1328510,1410610,1686139,3510829,1807185,1328510
2014-06-18,1114749,1677989,3510829,1190619,1558720,1114749
2014-06-19,3149546,1054865,1190619,1807185,2547039,3149546
2014-06-20,2029378,1174434,1807185,1558720,1274846,2029378
2014-06-23,1435625,1328510,1558720,2547039,1842298,1435625
2014-06-24,1125825,1114749,2547039,1274846,1145664,1125825
2014-06-25,1060501,3149546,1274846,1842298,1833063,1060501
2014-06-26,1102367,2029378,1842298,1145664,1285879,1102367
2014-06-27,1519046,1435625,1145664,1833063,1188782,1519046
2014-06-30,1314906,1125825,1833063,1285879,1267805,1314906
2014-07-01,2010785,1060501,1285879,1188782,1410610,2010785
2014-07-02,1414957,1102367,1188782,1267805,1677989,1414957
2014-07-03,600744,1519046,1267805,1410610,1054865,600744
2014-07-07,949243,1314906,1410610,1677989,1174434,949243
2014-07-08,1615912,2010785,1677989,1054865,1328510,1615912
2014-07-09,1278504,1414957,1054865,1174434,1114749,1278504
2014-07-10,1189340,600744,1174434,1328510,3149546,1189340
2014-07-11,1183288,949243,1328510,1114749,2029378,1183288
2014-07-14,1487761,1615912,1114749,3149546,1435625,1487761
2014-07-15,2094496,1278504,3149546,2029378,1125825,2094496
2014-07-16,1868521,1189340,2029378,1435625,1060501,1868521
2014-07-17,4404085,1183288,1435625,1125825,1102367,4404085
2014-07-18,1706174,1487761,1125825,1060501,1519046,1706174
2014-07-21,1983914,2094496,1060501,1102367,1314906,1983914
2014-07-22,2411722,1868521,1102367,1519046,2010785,2411722
2014-07-23,1453645,4404085,1519046,1314906,1414957,1453645
2014-07-24,2534358,1706174,1314906,2010785,600744,2534358
2014-07-25,1719615,1983914,2010785,1414957,949243,1719615
2014-07-28,1510223,2411722,1414957,600744,1615912,1510223
2014-07-29,2003109,1453645,600744,949243,1278504,2003109
2014-07-30,1371335,2534358,949243,1615912,1189340,1371335
2014-07-31,2708121,1719615,1615912,1278504,1183288,2708121
2014-08-01,957560,1510223,1278504,1189340,1487761,957560
2014-08-04,957560,2003109,1189340,1183288,2094496,957560
2014-08-05,1733728,1371335,1183288,1487761,1868521,1733728
2014-08-06,1568834,2708121,1487761,2094496,4404085,1568834
2014-08-07,1628472,957560,2094496,1868521,1706174,1628472
2014-08-08,1766002,957560,1868521,4404085,1983914,1766002
2014-08-11,1252725,1733728,4404085,1706174,2411722,1252725
2014-08-12,2642075,1568834,1706174,1983914,1453645,2642075
2014-08-13,1721261,1628472,1983914,2411722,2534358,1721261
2014-08-14,3478558,1766002,2411722,1453645,1719615,3478558
2014-08-15,5578794,1252725,1453645,2534358,1510223,5578794
2014-08-18,2761606,2642075,2534358,1719615,2003109,2761606
2014-08-19,1192963,1721261,1719615,1510223,1371335,1192963
2014-08-20,1846569,3478558,1510223,2003109,2708121,1846569
2014-08-21,1228385,5578794,2003109,1371335,957560,1228385
2014-08-22,1439567,2761606,1371335,2708121,957560,1439567
2014-08-25,967137,1192963,2708121,957560,1733728,967137
2014-08-26,888727,1846569,957560,957560,1568834,888727
2014-08-27,1193004,1228385,957560,1733728,1628472,1193004
2014-08-28,1395449,1439567,1733728,1568834,1766002,1395449
2014-08-29,1979934,967137,1568834,1628472,1252725,1979934
2014-09-02,2015566,888727,1628472,1766002,2642075,2015566
2014-09-03,1478032,1193004,1766002,1252725,1721261,1478032
2014-09-04,790594,1395449,1252725,2642075,3478558,790594
2014-09-05,908184,1979934,2642075,1721261,5578794,908184
2014-09-08,1345766,2015566,1721261,3478558,2761606,1345766
2014-09-09,1286053,1478032,3478558,5578794,1192963,1286053
2014-09-10,1477856,790594,5578794,2761606,1846569,1477856
2014-09-11,995855,908184,2761606,1192963,1228385,995855
2014-09-12,2590395,1345766,1192963,1846569,1439567,2590395
2014-09-15,1621086,1286053,1846569,1228385,967137,1621086
2014-09-16,1379832,1477856,1228385,1439567,888727,1379832
2014-09-17,2710468,995855,1439567,967137,1193004,2710468
2014-09-18,2867046,2590395,967137,888727,1395449,2867046
2014-09-19,2173992,1621086,888727,1193004,1979934,2173992
2014-09-22,1686631,1379832,1193004,1395449,2015566,1686631
2014-09-23,1632282,2710468,1395449,1979934,1478032,1632282
2014-09-24,1650529,2867046,1979934,2015566,790594,1650529
2014-09-25,1629584,2173992,2015566,1478032,908184,1629584
2014-09-26,2218441,1686631,1478032,790594,1345766,2218441
2014-09-29,1626565,1632282,790594,908184,1286053,1626565
2014-09-30,2120557,1650529,908184,1345766,1477856,2120557
2014-10-01,2481276,1629584,1345766,1286053,995855,2481276
2014-10-02,1708052,2218441,1286053,1477856,2590395,1708052
2014-10-03,1577280,1626565,1477856,995855,1621086,1577280
2014-10-06,1157370,2120557,995855,2590395,1379832,1157370
2014-10-07,1515558,2481276,2590395,1621086,2710468,1515558
2014-10-08,2124682,1708052,1621086,1379832,2867046,2124682
2014-10-09,2526263,1577280,1379832,2710468,2173992,2526263
2014-10-10,5133638,1157370,2710468,2867046,1686631,5133638
2014-10-13,2527277,1515558,2867046,2173992,1632282,2527277
2014-10-14,3972861,2124682,2173992,1686631,1650529,3972861
2014-10-15,4723905,2526263,1686631,1632282,1629584,4723905
2014-10-16,5362096,5133638,1632282,1650529,2218441,5362096
2014-10-17,3810818,2527277,1650529,1629584,1626565,3810818
2014-10-20,4942206,3972861,1629584,2218441,2120557,4942206
2014-10-21,2231876,4723905,2218441,1626565,2481276,2231876
2014-10-22,2161086,5362096,1626565,2120557,1708052,2161086
2014-10-23,1754719,3810818,2120557,2481276,1577280,1754719
2014-10-24,1508194,4942206,2481276,1708052,1157370,1508194
2014-10-27,1105293,2231876,1708052,1577280,1515558,1105293
2014-10-28,1714329,2161086,1577280,1157370,2124682,1714329
2014-10-29,1484268,1754719,1157370,1515558,2526263,1484268
2014-10-30,2504261,1508194,1515558,2124682,5133638,2504261
2014-10-31,2087828,1105293,2124682,2526263,2527277,2087828
2014-11-03,4559916,1714329,2526263,5133638,3972861,4559916
2014-11-04,5765189,1484268,5133638,2527277,4723905,5765189
2014-11-05,2341387,2504261,2527277,3972861,5362096,2341387
2014-11-06,2968264,2087828,3972861,4723905,3810818,2968264
2014-11-07,2458734,4559916,4723905,5362096,4942206,2458734
2014-11-10,2583931,5765189,5362096,3810818,2231876,2583931
2014-11-11,2163823,2341387,3810818,4942206,2161086,2163823
2014-11-12,2504261,2968264,4942206,2231876,1754719,2504261
2014-11-13,1805461,2458734,2231876,2161086,1508194,1805461
2014-11-14,1331282,2583931,2161086,1754719,1105293,1331282
2014-11-17,2697164,2163823,1754719,1508194,1714329,2697164
2014-11-18,5891377,2504261,1508194,1105293,1484268,5891377
2014-11-19,4012147,1805461,1105293,1714329,2504261,4012147
2014-11-20,2303826,1331282,1714329,1484268,2087828,2303826
2014-11-21,5306170,2697164,1484268,2504261,4559916,5306170
2014-11-24,2122424,5891377,2504261,2087828,5765189,2122424
2014-11-25,2713879,4012147,2087828,4559916,2341387,2713879
2014-11-26,1752695,2303826,4559916,5765189,2968264,1752695
2014-11-28,1091780,5306170,5765189,2341387,2458734,1091780
2014-12-01,4411159,2122424,2341387,2968264,2583931,4411159
2014-12-02,2014436,2713879,2968264,2458734,2163823,2014436
2014-12-03,2250275,1752695,2458734,2583931,2504261,2250275
2014-12-04,1346823,1091780,2583931,2163823,1805461,1346823
2014-12-05,1019549,4411159,2163823,2504261,1331282,1019549
2014-12-08,1425753,2014436,2504261,1805461,2697164,1425753
2014-12-09,1803210,2250275,1805461,1331282,5891377,1803210
2014-12-10,2654911,1346823,1331282,2697164,4012147,2654911
2014-12-11,1640864,1019549,2697164,5891377,2303826,1640864
2014-12-12,2335765,1425753,5891377,4012147,5306170,2335765
2014-12-15,4510349,1803210,4012147,2303826,2122424,4510349
2014-12-16,3849394,2654911,2303826,5306170,2713879,3849394
