date,volume_t-1,volume
2016-11-15,4710170,4710170
2016-11-16,4026754,4026754
2016-11-17,2070609,2070609
2016-11-18,3148538,3148538
2016-11-21,2540067,2540067
2016-11-22,2831226,2831226
2016-11-23,1926275,1926275
2016-11-25,877140,877140
2016-11-28,2241795,2241795
2016-11-29,1952118,1952118
2016-11-30,2238575,2238575
2016-12-01,2823273,2823273
2016-12-02,2153515,2153515
2016-12-05,2495020,2495020
2016-12-06,1136658,1136658
2016-12-07,1815238,1815238
2016-12-08,1848936,1848936
2016-12-09,1937622,1937622
2016-12-12,1851517,1851517
2016-12-13,1734678,1734678
2016-12-14,2044052,2044052
2016-12-15,1338905,1338905
2016-12-16,2103155,2103155
2016-12-19,1084164,1084164
2016-12-20,1552366,1552366
2016-12-21,1652288,1652288
2016-12-22,968296,968296
2016-12-23,727682,727682
2016-12-27,1535489,1535489
2016-12-28,1177275,1177275
2016-12-29,891398,891398
2016-12-30,1216100,1216100
2017-01-03,1739726,1739726
2017-01-04,1821264,1821264
2017-01-05,1503763,1503763
2017-01-06,2883483,2883483
2017-01-09,2575328,2575328
2017-01-10,1560549,1560549
2017-01-11,5624332,5624332
2017-01-12,3276952,3276952
2017-01-13,1568923,1568923
2017-01-17,1939449,1939449
2017-01-18,1523508,1523508
2017-01-19,1346142,1346142
2017-01-20,1701695,1701695
2017-01-23,2013878,2013878
2017-01-24,2741915,2741915
2017-01-25,3073228,3073228
2017-01-26,1895562,1895562
2017-01-27,1527822,1527822
2017-01-30,2266487,2266487
2017-01-31,2552612,2552612
2017-02-01,2244604,2244604
2017-02-02,1352525,1352525
2017-02-03,1191855,1191855
2017-02-06,952095,952095
2017-02-07,2170720,2170720
2017-02-08,2107079,2107079
2017-02-09,2557747,2557747
2017-02-10,2092479,2092479
2017-02-13,1568350,1568350
2017-02-14,3546878,3546878
2017-02-15,5724488,5724488
2017-02-16,2550439,2550439
2017-02-17,2195788,2195788
2017-02-21,2036993,2036993
2017-02-22,1632886,1632886
2017-02-23,1006867,1006867
2017-02-24,1612698,1612698
2017-02-27,1195138,1195138
2017-02-28,1417772,1417772
2017-03-01,2026600,2026600
2017-03-02,1706500,1706500
2017-03-03,1824423,1824423
2017-03-06,1884477,1884477
2017-03-07,2233561,2233561
2017-03-08,1517642,1517642
2017-03-09,1259407,1259407
2017-03-10,1860508,1860508
2017-03-13,1376191,1376191
2017-03-14,1203368,1203368
2017-03-15,4117983,4117983
2017-03-16,2676915,2676915
2017-03-17,1936902,1936902
2017-03-20,1221409,1221409
2017-03-21,1492698,1492698
2017-03-22,1257072,1257072
2017-03-23,1717929,1717929
2017-03-24,2015289,2015289
2017-03-27,1446568,1446568
2017-03-28,1312688,1312688
2017-03-29,1469882,1469882
2017-03-30,1627592,1627592
2017-03-31,1705625,1705625
2017-04-03,1550227,1550227
2017-04-04,2017094,2017094
2017-04-05,1778251,1778251
2017-04-06,1548170,1548170
2017-04-07,1243550,1243550
2017-04-10,1025248,1025248
2017-04-11,1520703,1520703
2017-04-12,1258152,1258152
2017-04-13,863990,863990
2017-04-17,1569436,1569436
2017-04-18,1241164,1241164
2017-04-19,2096351,2096351
2017-04-20,1569985,1569985
2017-04-21,2189351,2189351
2017-04-24,2257682,2257682
2017-04-25,2181857,2181857
2017-04-26,1834961,1834961
2017-04-27,1529024,1529024
2017-04-28,3078163,3078163
2017-05-01,1897018,1897018
2017-05-02,1693069,1693069
2017-05-03,1702565,1702565
2017-05-04,2615560,2615560
2017-05-05,1571536,1571536
2017-05-08,2189984,2189984
2017-05-09,1559975,1559975
2017-05-10,1566289,1566289
2017-05-11,1347633,1347633
2017-05-12,1578292,1578292
2017-05-15,1472226,1472226
2017-05-16,1032600,1032600
2017-05-17,1839737,1839737
2017-05-18,1934996,1934996
2017-05-19,1654441,1654441
2017-05-22,4264780,4264780
2017-05-23,7510578,7510578
2017-05-24,4105470,4105470
2017-05-25,2772812,2772812
2017-05-26,1535237,1535237
2017-05-30,2576416,2576416
2017-05-31,2552411,2552411
2017-06-01,2100441,2100441
2017-06-02,1666245,1666245
2017-06-05,1473282,1473282
2017-06-06,1968022,1968022
2017-06-07,1617604,1617604
2017-06-08,3486602,3486602
2017-06-09,2352814,2352814
2017-06-12,2579658,2579658
2017-06-13,1527210,1527210
2017-06-14,1203468,1203468
2017-06-15,1092596,1092596
2017-06-16,2157514,2157514
2017-06-19,2383659,2383659
2017-06-20,1821710,1821710
2017-06-21,2247944,2247944
2017-06-22,3473861,3473861
2017-06-23,2879785,2879785
2017-06-26,1535542,1535542
2017-06-27,1060391,1060391
2017-06-28,1191537,1191537
2017-06-29,1357538,1357538
2017-06-30,1593786,1593786
2017-07-03,1489574,1489574
2017-07-05,1638980,1638980
2017-07-06,2249516,2249516
2017-07-07,965439,965439
2017-07-10,1146033,1146033
2017-07-11,2976519,2976519
2017-07-12,1439395,1439395
2017-07-13,2060109,2060109
2017-07-14,1286073,1286073
2017-07-17,1332751,1332751
2017-07-18,1520122,1520122
2017-07-19,1512177,1512177
2017-07-20,2009405,2009405
2017-07-21,1283236,1283236
2017-07-24,973808,973808
2017-07-25,1691988,1691988
2017-07-26,2520698,2520698
2017-07-27,1944962,1944962
2017-07-28,1236434,1236434
2017-07-31,1043729,1043729
2017-08-01,1324251,1324251
2017-08-02,1121566,1121566
2017-08-03,983246,983246
2017-08-04,778762,778762
2017-08-07,975738,975738
2017-08-08,1162440,1162440
2017-08-09,1965048,1965048
2017-08-10,2471473,2471473
2017-08-11,1511552,1511552
2017-08-14,2409765,2409765
2017-08-15,2933295,2933295
2017-08-16,6892023,6892023
2017-08-17,3501640,3501640
2017-08-18,2357872,2357872
2017-08-21,1486144,1486144
2017-08-22,1666369,1666369
2017-08-23,1445677,1445677
2017-08-24,1584503,1584503
2017-08-25,1352761,1352761
2017-08-28,1290434,1290434
2017-08-29,1206649,1206649
2017-08-30,1072530,1072530
2017-08-31,1930071,1930071
2017-09-01,1224667,1224667
2017-09-05,910613,910613
2017-09-06,974511,974511
2017-09-07,1075757,1075757
2017-09-08,1588439,1588439
2017-09-11,1770025,1770025
2017-09-12,1082149,1082149
2017-09-13,2042563,2042563
2017-09-14,1481022,1481022
2017-09-15,2295974,2295974
2017-09-18,1562007,1562007
2017-09-19,1238004,1238004
2017-09-20,1186007,1186007
2017-09-21,874785,874785
2017-09-22,1296244,1296244
2017-09-25,1841833,1841833
2017-09-26,1615338,1615338
2017-09-27,1272526,1272526
2017-09-28,1126243,1126243
2017-09-29,1672816,1672816
2017-10-02,1693854,1693854
2017-10-03,1216981,1216981
2017-10-04,745628,745628
2017-10-05,1974081,1974081
2017-10-06,1405100,1405100
2017-10-09,1542307,1542307
2017-10-10,1143075,1143075
2017-10-11,1794800,1794800
2017-10-12,1454994,1454994
2017-10-13,943164,943164
2017-10-16,1473459,1473459
2017-10-17,1711833,1711833
2017-10-18,1150468,1150468
2017-10-19,1359119,1359119
2017-10-20,1506112,1506112
2017-10-23,1267570,1267570
2017-10-24,1975704,1975704
2017-10-25,1590537,1590537
2017-10-26,1418152,1418152
2017-10-27,1440996,1440996
2017-10-30,846605,846605
2017-10-31,1614432,1614432
2017-11-01,1357998,1357998
2017-11-02,1856865,1856865
2017-11-03,1072288,1072288
2017-11-06,995731,995731
2017-11-07,956466,956466
2017-11-08,977616,977616
2017-11-09,1665042,1665042
2017-11-10,1439275,1439275
2017-11-13,1536388,1536388
2017-11-14,2426247,2426247
2017-11-15,2042296,2042296
2017-11-16,2300408,2300408
2017-11-17,1823122,1823122
2017-11-20,4143453,4143453
2017-11-21,5330554,5330554
2017-11-22,3041728,3041728
2017-11-24,1015411,1015411
2017-11-27,1439275,1439275
2017-11-28,2473433,2473433
2017-11-29,1904175,1904175
2017-11-30,1922514,1922514
2017-12-01,2516564,2516564
2017-12-04,2899424,2899424
2017-12-05,2383974,2383974
2017-12-06,1690108,1690108
2017-12-07,2294513,2294513
2017-12-08,2195577,2195577
2017-12-11,2438556,2438556
2017-12-12,2180984,2180984
2017-12-13,1684618,1684618
2017-12-14,1774564,1774564
2017-12-15,2871925,2871925
2017-12-18,2306264,2306264
2017-12-19,1469439,1469439
2017-12-20,1363529,1363529
2017-12-21,1502218,1502218
2017-12-22,1221315,1221315
2017-12-26,532863,532863
2017-12-27,1038585,1038585
2017-12-28,607022,607022
2017-12-29,1064895,1064895
2018-01-02,1047830,1047830
2018-01-03,1698899,1698899
2018-01-04,2231534,2231534
2018-01-05,1632512,1632512
2018-01-08,1613911,1613911
2018-01-09,2666711,2666711
