Feature,Importance,Selected
volume_t-1,1.0,True
high_t-11,1.0,True
open_t-13,1.0,True
volume_t-12,1.0,True
volume_t-11,1.0,True
open_t-16,0.5,False
volume_t-17,0.3333333333333333,False
close_t-11,0.25,False
volume_t-7,0.2,False
volume_t-3,0.16666666666666666,False
low_t-17,0.14285714285714285,False
volume_t-2,0.125,False
low_t-18,0.1111111111111111,False
low_t-16,0.1,False
volume_t-16,0.09090909090909091,False
close_t-15,0.08333333333333333,False
high_t-2,0.07692307692307693,False
volume_t-19,0.07142857142857142,False
open_t-9,0.06666666666666667,False
volume_t-13,0.0625,False
high_t-1,0.058823529411764705,False
volume_t-15,0.05555555555555555,False
open_t-12,0.05263157894736842,False
volume_t-6,0.05,False
volume_t-4,0.047619047619047616,False
volume_t-9,0.045454545454545456,False
low_t-9,0.043478260869565216,False
volume_t-20,0.041666666666666664,False
volume_t-8,0.04,False
volume_t-18,0.038461538461538464,False
open_t-7,0.037037037037037035,False
volume_t-5,0.03571428571428571,False
volume_t-14,0.034482758620689655,False
low_t-1,0.03333333333333333,False
low_t-14,0.03225806451612903,False
close_t-12,0.03125,False
close_t-18,0.030303030303030304,False
open_t-14,0.029411764705882353,False
open_t-17,0.02857142857142857,False
high_t-6,0.027777777777777776,False
open_t-11,0.02702702702702703,False
volume_t-10,0.02631578947368421,False
low_t-20,0.02564102564102564,False
close_t-4,0.025,False
high_t-4,0.024390243902439025,False
close_t-10,0.023809523809523808,False
open_t-3,0.023255813953488372,False
close_t-16,0.022727272727272728,False
open_t-5,0.022222222222222223,False
low_t-8,0.021739130434782608,False
high_t-8,0.02127659574468085,False
close_t-14,0.020833333333333332,False
open_t-20,0.02040816326530612,False
close_t-9,0.02,False
close_t-20,0.0196078431372549,False
low_t-19,0.019230769230769232,False
high_t-10,0.018867924528301886,False
high_t-15,0.018518518518518517,False
close_t-13,0.01818181818181818,False
close_t-5,0.017857142857142856,False
high_t-19,0.017543859649122806,False
low_t-11,0.017241379310344827,False
close_t-19,0.01694915254237288,False
high_t-18,0.016666666666666666,False
low_t-7,0.01639344262295082,False
high_t-12,0.016129032258064516,False
high_t-20,0.015873015873015872,False
high_t-14,0.015625,False
low_t-12,0.015384615384615385,False
low_t-15,0.015151515151515152,False
high_t-17,0.014925373134328358,False
low_t-3,0.014705882352941176,False
close_t-2,0.014492753623188406,False
low_t-13,0.014285714285714285,False
open_t-4,0.014084507042253521,False
open_t-18,0.013888888888888888,False
high_t-16,0.0136986301369863,False
close_t-17,0.013513513513513514,False
open_t-8,0.013333333333333334,False
low_t-2,0.013157894736842105,False
close_t-8,0.012987012987012988,False
low_t-4,0.01282051282051282,False
high_t-7,0.012658227848101266,False
close_t-1,0.0125,False
high_t-13,0.012345679012345678,False
high_t-3,0.012195121951219513,False
open_t-6,0.012048192771084338,False
low_t-5,0.011904761904761904,False
low_t-10,0.011764705882352941,False
open_t-19,0.011627906976744186,False
high_t-9,0.011494252873563218,False
open_t-10,0.011363636363636364,False
close_t-3,0.011235955056179775,False
open_t-15,0.011111111111111112,False
open_t-2,0.01098901098901099,False
high_t-5,0.010869565217391304,False
close_t-6,0.010752688172043012,False
low_t-6,0.010638297872340425,False
open_t-1,0.010526315789473684,False
close_t-7,0.010416666666666666,False
