date,open_t-13,volume_t-12,high_t-11,volume_t-11,volume_t-1,volume
2013-09-16,46.88,1900662,46.98,1358573,1861513,1861513
2013-09-17,46.63,1358573,47.51,1565632,1578387,1578387
2013-09-18,46.89,1565632,47.96,2522043,2044234,2044234
2013-09-19,47.04,2522043,48.09,1313188,18146408,18146408
2013-09-20,46.93,1313188,47.79,1332857,10692052,10692052
2013-09-23,47.82,1332857,48.0485,1668867,2716907,2716907
2013-09-24,47.71,1668867,48.67,1821283,2185721,2185721
2013-09-25,47.59,1821283,49.02,1783424,2865074,2865074
2013-09-26,48.04,1783424,48.94,1468485,2680307,2680307
2013-09-27,48.6,1468485,48.62,2141143,2110103,2110103
2013-09-30,48.9,2141143,49.18,1861513,2650001,2650001
2013-10-01,48.6,1861513,49.32,1578387,2997047,2997047
2013-10-02,49.06,1578387,49.35,2044234,2020794,2020794
2013-10-03,48.73,2044234,53.47,18146408,1878510,1878510
2013-10-04,48.77,18146408,52.39,10692052,1867889,1867889
2013-10-07,52.92,10692052,52.24,2716907,1382107,1382107
2013-10-08,51.035,2716907,51.92,2185721,2415258,2415258
2013-10-09,51.91,2185721,52.13,2865074,2430595,2430595
2013-10-10,51.61,2865074,52.12,2680307,2426300,2426300
2013-10-11,51.59,2680307,52.1,2110103,1500903,1500903
2013-10-14,51.96,2110103,51.615,2650001,2110504,2110504
2013-10-15,51.84,2650001,52.08,2997047,1961896,1961896
2013-10-16,51.02,2997047,51.71,2020794,2450818,2450818
2013-10-17,50.7,2020794,51.57,1878510,3548418,3548418
2013-10-18,51.59,1878510,51.86,1867889,2880870,2880870
2013-10-21,51.56,1867889,51.59,1382107,2556379,2556379
2013-10-22,51.17,1382107,51.33,2415258,4280543,4280543
2013-10-23,51.34,2415258,50.38,2430595,2348591,2348591
