date,volume_t-18,volume_t-19,volume
2016-02-05,1989379,2818611,4424609
2016-02-08,4206638,1989379,3888601
2016-02-09,2893372,4206638,3464464
2016-02-10,2994386,2893372,3169951
2016-02-11,2506559,2994386,3224004
2016-02-12,2469088,2506559,3923627
2016-02-16,2298372,2469088,2903649
2016-02-17,1834467,2298372,5382312
2016-02-18,1831240,1834467,2231481
2016-02-19,1755032,1831240,2339426
2016-02-22,1479446,1755032,1792962
2016-02-23,3479452,1479446,1282290
2016-02-24,2959863,3479452,1454952
2016-02-25,2666567,2959863,1453515
2016-02-26,1742325,2666567,944266
2016-02-29,2128426,1742325,2187500
2016-03-01,2833492,2128426,2760200
2016-03-02,4424609,2833492,3612508
2016-03-03,3888601,4424609,946823
2016-03-04,3464464,3888601,1124968
2016-03-07,3169951,3464464,1221574
2016-03-08,3224004,3169951,1801486
2016-03-09,3923627,3224004,1614633
2016-03-10,2903649,3923627,1614998
2016-03-11,5382312,2903649,1517348
2016-03-14,2231481,5382312,929638
2016-03-15,2339426,2231481,1059439
2016-03-16,1792962,2339426,1956125
2016-03-17,1282290,1792962,1895669
2016-03-18,1454952,1282290,2504361
2016-03-21,1453515,1454952,2172615
2016-03-22,944266,1453515,1552312
2016-03-23,2187500,944266,1554822
2016-03-24,2760200,2187500,993627
2016-03-28,3612508,2760200,1272724
2016-03-29,946823,3612508,1091198
2016-03-30,1124968,946823,783495
2016-03-31,1221574,1124968,3143468
2016-04-01,1801486,1221574,2857844
2016-04-04,1614633,1801486,2958061
2016-04-05,1614998,1614633,1900659
2016-04-06,1517348,1614998,1566612
2016-04-07,929638,1517348,1373839
2016-04-08,1059439,929638,1106293
2016-04-11,1956125,1059439,1049336
2016-04-12,1895669,1956125,992495
2016-04-13,2504361,1895669,2495340
2016-04-14,2172615,2504361,1347753
2016-04-15,1552312,2172615,1442264
2016-04-18,1554822,1552312,1536678
2016-04-19,993627,1554822,1640774
2016-04-20,1272724,993627,1243893
2016-04-21,1091198,1272724,1670389
2016-04-22,783495,1091198,1396272
2016-04-25,3143468,783495,1500449
2016-04-26,2857844,3143468,1868970
2016-04-27,2958061,2857844,1189462
2016-04-28,1900659,2958061,1549792
2016-04-29,1566612,1900659,2028332
2016-05-02,1373839,1566612,1285318
2016-05-03,1106293,1373839,1333991
2016-05-04,1049336,1106293,1602991
2016-05-05,992495,1049336,1083956
2016-05-06,2495340,992495,1403483
2016-05-09,1347753,2495340,1741539
2016-05-10,1442264,1347753,2094305
2016-05-11,1536678,1442264,3328961
2016-05-12,1640774,1536678,2504924
2016-05-13,1243893,1640774,2430565
2016-05-16,1670389,1243893,3979321
2016-05-17,1396272,1670389,7130371
2016-05-18,1500449,1396272,3476470
2016-05-19,1868970,1500449,3660160
2016-05-20,1189462,1868970,2567686
2016-05-23,1549792,1189462,1689755
2016-05-24,2028332,1549792,3236305
2016-05-25,1285318,2028332,2352424
2016-05-26,1333991,1285318,2569626
2016-05-27,1602991,1333991,1823120
2016-05-31,1083956,1602991,2256373
2016-06-01,1403483,1083956,1734386
2016-06-02,1741539,1403483,2209387
2016-06-03,2094305,1741539,2395816
2016-06-06,3328961,2094305,2359193
2016-06-07,2504924,3328961,1500872
2016-06-08,2430565,2504924,1552146
2016-06-09,3979321,2430565,1204415
2016-06-10,7130371,3979321,1261698
2016-06-13,3476470,7130371,1272833
2016-06-14,3660160,3476470,1624087
2016-06-15,2567686,3660160,2029194
2016-06-16,1689755,2567686,1784741
2016-06-17,3236305,1689755,3434813
2016-06-20,2352424,3236305,3161329
2016-06-21,2569626,2352424,2112964
2016-06-22,1823120,2569626,2412064
2016-06-23,2256373,1823120,1487938
2016-06-24,1734386,2256373,5263644
2016-06-27,2209387,1734386,4328364
2016-06-28,2395816,2209387,4300845
2016-06-29,2359193,2395816,2402578
2016-06-30,1500872,2359193,2181066
2016-07-01,1552146,1500872,1591476
2016-07-05,1204415,1552146,1813468
2016-07-06,1261698,1204415,2312133
2016-07-07,1272833,1261698,1861536
2016-07-08,1624087,1272833,1838137
2016-07-11,2029194,1624087,1094683
2016-07-12,1784741,2029194,2237748
2016-07-13,3434813,1784741,1852475
2016-07-14,3161329,3434813,1192500
2016-07-15,2112964,3161329,1202638
2016-07-18,2412064,2112964,1362884
2016-07-19,1487938,2412064,2583860
2016-07-20,5263644,1487938,2124914
2016-07-21,4328364,5263644,1226365
2016-07-22,4300845,4328364,1512440
2016-07-25,2402578,4300845,1720649
2016-07-26,2181066,2402578,1792674
2016-07-27,1591476,2181066,1572573
2016-07-28,1813468,1591476,1945517
2016-07-29,2312133,1813468,1881372
2016-08-01,1861536,2312133,1604639
2016-08-02,1838137,1861536,1595948
2016-08-03,1094683,1838137,1508868
2016-08-04,2237748,1094683,1700182
2016-08-05,1852475,2237748,1250805
2016-08-08,1192500,1852475,1311724
2016-08-09,1202638,1192500,1006170
2016-08-10,1362884,1202638,754137
2016-08-11,2583860,1362884,1377024
2016-08-12,2124914,2583860,1538976
2016-08-15,1226365,2124914,2323589
2016-08-16,1512440,1226365,3175994
2016-08-17,1720649,1512440,3154934
2016-08-18,1792674,1720649,4660295
2016-08-19,1572573,1792674,3340438
2016-08-22,1945517,1572573,1626833
2016-08-23,1881372,1945517,1645348
2016-08-24,1604639,1881372,2634707
2016-08-25,1595948,1604639,2160074
2016-08-26,1508868,1595948,1581245
2016-08-29,1700182,1508868,1332975
2016-08-30,1250805,1700182,2231203
2016-08-31,1311724,1250805,1676587
2016-09-01,1006170,1311724,1257886
2016-09-02,754137,1006170,1424454
2016-09-06,1377024,754137,1460928
2016-09-07,1538976,1377024,1542576
2016-09-08,2323589,1538976,884738
2016-09-09,3175994,2323589,2507018
2016-09-12,3154934,3175994,1835434
2016-09-13,4660295,3154934,3461832
2016-09-14,3340438,4660295,1604806
2016-09-15,1626833,3340438,1733971
2016-09-16,1645348,1626833,2592850
2016-09-19,2634707,1645348,1927900
2016-09-20,2160074,2634707,2333122
2016-09-21,1581245,2160074,1612736
2016-09-22,1332975,1581245,1307074
2016-09-23,2231203,1332975,1957032
2016-09-26,1676587,2231203,2639060
2016-09-27,1257886,1676587,1587143
2016-09-28,1424454,1257886,1502533
2016-09-29,1460928,1424454,1938218
2016-09-30,1542576,1460928,1754316
2016-10-03,884738,1542576,1539625
2016-10-04,2507018,884738,1763985
2016-10-05,1835434,2507018,1432268
2016-10-06,3461832,1835434,1772801
2016-10-07,1604806,3461832,1663127
2016-10-10,1733971,1604806,1544958
2016-10-11,2592850,1733971,2912537
2016-10-12,1927900,2592850,1736076
2016-10-13,2333122,1927900,1336023
2016-10-14,1612736,2333122,997137
2016-10-17,1307074,1612736,1160321
2016-10-18,1957032,1307074,1949108
2016-10-19,2639060,1957032,1769090
2016-10-20,1587143,2639060,1493608
2016-10-21,1502533,1587143,1011340
2016-10-24,1938218,1502533,1666388
2016-10-25,1754316,1938218,3949609
2016-10-26,1539625,1754316,2146178
2016-10-27,1763985,1539625,2393625
2016-10-28,1432268,1763985,1471348
2016-10-31,1772801,1432268,1556762
2016-11-01,1663127,1772801,2133116
2016-11-02,1544958,1663127,2240428
2016-11-03,2912537,1544958,2510054
2016-11-04,1736076,2912537,2220908
2016-11-07,1336023,1736076,1723957
2016-11-08,997137,1336023,2136740
2016-11-09,1160321,997137,3501243
2016-11-10,1949108,1160321,2558722
2016-11-11,1769090,1949108,2219255
2016-11-14,1493608,1769090,3443200
2016-11-15,1011340,1493608,4710170
2016-11-16,1666388,1011340,4026754
2016-11-17,3949609,1666388,2070609
2016-11-18,2146178,3949609,3148538
2016-11-21,2393625,2146178,2540067
2016-11-22,1471348,2393625,2831226
2016-11-23,1556762,1471348,1926275
2016-11-25,2133116,1556762,877140
2016-11-28,2240428,2133116,2241795
2016-11-29,2510054,2240428,1952118
2016-11-30,2220908,2510054,2238575
2016-12-01,1723957,2220908,2823273
2016-12-02,2136740,1723957,2153515
2016-12-05,3501243,2136740,2495020
2016-12-06,2558722,3501243,1136658
2016-12-07,2219255,2558722,1815238
2016-12-08,3443200,2219255,1848936
2016-12-09,4710170,3443200,1937622
2016-12-12,4026754,4710170,1851517
2016-12-13,2070609,4026754,1734678
2016-12-14,3148538,2070609,2044052
2016-12-15,2540067,3148538,1338905
2016-12-16,2831226,2540067,2103155
2016-12-19,1926275,2831226,1084164
2016-12-20,877140,1926275,1552366
2016-12-21,2241795,877140,1652288
2016-12-22,1952118,2241795,968296
2016-12-23,2238575,1952118,727682
2016-12-27,2823273,2238575,1535489
2016-12-28,2153515,2823273,1177275
2016-12-29,2495020,2153515,891398
2016-12-30,1136658,2495020,1216100
2017-01-03,1815238,1136658,1739726
2017-01-04,1848936,1815238,1821264
2017-01-05,1937622,1848936,1503763
2017-01-06,1851517,1937622,2883483
2017-01-09,1734678,1851517,2575328
2017-01-10,2044052,1734678,1560549
2017-01-11,1338905,2044052,5624332
2017-01-12,2103155,1338905,3276952
2017-01-13,1084164,2103155,1568923
2017-01-17,1552366,1084164,1939449
2017-01-18,1652288,1552366,1523508
2017-01-19,968296,1652288,1346142
2017-01-20,727682,968296,1701695
2017-01-23,1535489,727682,2013878
2017-01-24,1177275,1535489,2741915
2017-01-25,891398,1177275,3073228
2017-01-26,1216100,891398,1895562
2017-01-27,1739726,1216100,1527822
2017-01-30,1821264,1739726,2266487
2017-01-31,1503763,1821264,2552612
2017-02-01,2883483,1503763,2244604
2017-02-02,2575328,2883483,1352525
2017-02-03,1560549,2575328,1191855
2017-02-06,5624332,1560549,952095
2017-02-07,3276952,5624332,2170720
2017-02-08,1568923,3276952,2107079
2017-02-09,1939449,1568923,2557747
2017-02-10,1523508,1939449,2092479
2017-02-13,1346142,1523508,1568350
2017-02-14,1701695,1346142,3546878
2017-02-15,2013878,1701695,5724488
2017-02-16,2741915,2013878,2550439
2017-02-17,3073228,2741915,2195788
2017-02-21,1895562,3073228,2036993
2017-02-22,1527822,1895562,1632886
2017-02-23,2266487,1527822,1006867
2017-02-24,2552612,2266487,1612698
2017-02-27,2244604,2552612,1195138
2017-02-28,1352525,2244604,1417772
2017-03-01,1191855,1352525,2026600
2017-03-02,952095,1191855,1706500
2017-03-03,2170720,952095,1824423
2017-03-06,2107079,2170720,1884477
2017-03-07,2557747,2107079,2233561
2017-03-08,2092479,2557747,1517642
2017-03-09,1568350,2092479,1259407
2017-03-10,3546878,1568350,1860508
2017-03-13,5724488,3546878,1376191
2017-03-14,2550439,5724488,1203368
2017-03-15,2195788,2550439,4117983
2017-03-16,2036993,2195788,2676915
2017-03-17,1632886,2036993,1936902
2017-03-20,1006867,1632886,1221409
2017-03-21,1612698,1006867,1492698
2017-03-22,1195138,1612698,1257072
2017-03-23,1417772,1195138,1717929
2017-03-24,2026600,1417772,2015289
2017-03-27,1706500,2026600,1446568
2017-03-28,1824423,1706500,1312688
2017-03-29,1884477,1824423,1469882
2017-03-30,2233561,1884477,1627592
2017-03-31,1517642,2233561,1705625
2017-04-03,1259407,1517642,1550227
2017-04-04,1860508,1259407,2017094
2017-04-05,1376191,1860508,1778251
2017-04-06,1203368,1376191,1548170
2017-04-07,4117983,1203368,1243550
2017-04-10,2676915,4117983,1025248
2017-04-11,1936902,2676915,1520703
2017-04-12,1221409,1936902,1258152
2017-04-13,1492698,1221409,863990
2017-04-17,1257072,1492698,1569436
2017-04-18,1717929,1257072,1241164
2017-04-19,2015289,1717929,2096351
2017-04-20,1446568,2015289,1569985
2017-04-21,1312688,1446568,2189351
2017-04-24,1469882,1312688,2257682
2017-04-25,1627592,1469882,2181857
2017-04-26,1705625,1627592,1834961
2017-04-27,1550227,1705625,1529024
2017-04-28,2017094,1550227,3078163
2017-05-01,1778251,2017094,1897018
2017-05-02,1548170,1778251,1693069
2017-05-03,1243550,1548170,1702565
2017-05-04,1025248,1243550,2615560
2017-05-05,1520703,1025248,1571536
2017-05-08,1258152,1520703,2189984
2017-05-09,863990,1258152,1559975
2017-05-10,1569436,863990,1566289
2017-05-11,1241164,1569436,1347633
2017-05-12,2096351,1241164,1578292
2017-05-15,1569985,2096351,1472226
2017-05-16,2189351,1569985,1032600
2017-05-17,2257682,2189351,1839737
2017-05-18,2181857,2257682,1934996
2017-05-19,1834961,2181857,1654441
2017-05-22,1529024,1834961,4264780
2017-05-23,3078163,1529024,7510578
2017-05-24,1897018,3078163,4105470
2017-05-25,1693069,1897018,2772812
2017-05-26,1702565,1693069,1535237
2017-05-30,2615560,1702565,2576416
2017-05-31,1571536,2615560,2552411
2017-06-01,2189984,1571536,2100441
2017-06-02,1559975,2189984,1666245
2017-06-05,1566289,1559975,1473282
2017-06-06,1347633,1566289,1968022
2017-06-07,1578292,1347633,1617604
2017-06-08,1472226,1578292,3486602
2017-06-09,1032600,1472226,2352814
2017-06-12,1839737,1032600,2579658
2017-06-13,1934996,1839737,1527210
2017-06-14,1654441,1934996,1203468
2017-06-15,4264780,1654441,1092596
2017-06-16,7510578,4264780,2157514
2017-06-19,4105470,7510578,2383659
2017-06-20,2772812,4105470,1821710
2017-06-21,1535237,2772812,2247944
2017-06-22,2576416,1535237,3473861
2017-06-23,2552411,2576416,2879785
2017-06-26,2100441,2552411,1535542
2017-06-27,1666245,2100441,1060391
2017-06-28,1473282,1666245,1191537
2017-06-29,1968022,1473282,1357538
2017-06-30,1617604,1968022,1593786
2017-07-03,3486602,1617604,1489574
2017-07-05,2352814,3486602,1638980
2017-07-06,2579658,2352814,2249516
2017-07-07,1527210,2579658,965439
2017-07-10,1203468,1527210,1146033
2017-07-11,1092596,1203468,2976519
2017-07-12,2157514,1092596,1439395
2017-07-13,2383659,2157514,2060109
2017-07-14,1821710,2383659,1286073
2017-07-17,2247944,1821710,1332751
2017-07-18,3473861,2247944,1520122
2017-07-19,2879785,3473861,1512177
2017-07-20,1535542,2879785,2009405
2017-07-21,1060391,1535542,1283236
2017-07-24,1191537,1060391,973808
2017-07-25,1357538,1191537,1691988
2017-07-26,1593786,1357538,2520698
2017-07-27,1489574,1593786,1944962
2017-07-28,1638980,1489574,1236434
2017-07-31,2249516,1638980,1043729
2017-08-01,965439,2249516,1324251
2017-08-02,1146033,965439,1121566
2017-08-03,2976519,1146033,983246
2017-08-04,1439395,2976519,778762
2017-08-07,2060109,1439395,975738
2017-08-08,1286073,2060109,1162440
2017-08-09,1332751,1286073,1965048
2017-08-10,1520122,1332751,2471473
2017-08-11,1512177,1520122,1511552
2017-08-14,2009405,1512177,2409765
2017-08-15,1283236,2009405,2933295
2017-08-16,973808,1283236,6892023
2017-08-17,1691988,973808,3501640
2017-08-18,2520698,1691988,2357872
2017-08-21,1944962,2520698,1486144
2017-08-22,1236434,1944962,1666369
2017-08-23,1043729,1236434,1445677
2017-08-24,1324251,1043729,1584503
2017-08-25,1121566,1324251,1352761
2017-08-28,983246,1121566,1290434
2017-08-29,778762,983246,1206649
2017-08-30,975738,778762,1072530
2017-08-31,1162440,975738,1930071
2017-09-01,1965048,1162440,1224667
2017-09-05,2471473,1965048,910613
2017-09-06,1511552,2471473,974511
2017-09-07,2409765,1511552,1075757
2017-09-08,2933295,2409765,1588439
2017-09-11,6892023,2933295,1770025
2017-09-12,3501640,6892023,1082149
2017-09-13,2357872,3501640,2042563
2017-09-14,1486144,2357872,1481022
2017-09-15,1666369,1486144,2295974
2017-09-18,1445677,1666369,1562007
2017-09-19,1584503,1445677,1238004
2017-09-20,1352761,1584503,1186007
2017-09-21,1290434,1352761,874785
2017-09-22,1206649,1290434,1296244
2017-09-25,1072530,1206649,1841833
2017-09-26,1930071,1072530,1615338
2017-09-27,1224667,1930071,1272526
2017-09-28,910613,1224667,1126243
2017-09-29,974511,910613,1672816
2017-10-02,1075757,974511,1693854
2017-10-03,1588439,1075757,1216981
2017-10-04,1770025,1588439,745628
2017-10-05,1082149,1770025,1974081
2017-10-06,2042563,1082149,1405100
2017-10-09,1481022,2042563,1542307
2017-10-10,2295974,1481022,1143075
2017-10-11,1562007,2295974,1794800
2017-10-12,1238004,1562007,1454994
2017-10-13,1186007,1238004,943164
2017-10-16,874785,1186007,1473459
2017-10-17,1296244,874785,1711833
2017-10-18,1841833,1296244,1150468
2017-10-19,1615338,1841833,1359119
2017-10-20,1272526,1615338,1506112
2017-10-23,1126243,1272526,1267570
2017-10-24,1672816,1126243,1975704
2017-10-25,1693854,1672816,1590537
2017-10-26,1216981,1693854,1418152
2017-10-27,745628,1216981,1440996
2017-10-30,1974081,745628,846605
2017-10-31,1405100,1974081,1614432
2017-11-01,1542307,1405100,1357998
2017-11-02,1143075,1542307,1856865
2017-11-03,1794800,1143075,1072288
2017-11-06,1454994,1794800,995731
2017-11-07,943164,1454994,956466
2017-11-08,1473459,943164,977616
2017-11-09,1711833,1473459,1665042
2017-11-10,1150468,1711833,1439275
2017-11-13,1359119,1150468,1536388
2017-11-14,1506112,1359119,2426247
2017-11-15,1267570,1506112,2042296
2017-11-16,1975704,1267570,2300408
2017-11-17,1590537,1975704,1823122
2017-11-20,1418152,1590537,4143453
2017-11-21,1440996,1418152,5330554
2017-11-22,846605,1440996,3041728
2017-11-24,1614432,846605,1015411
2017-11-27,1357998,1614432,1439275
2017-11-28,1856865,1357998,2473433
2017-11-29,1072288,1856865,1904175
2017-11-30,995731,1072288,1922514
2017-12-01,956466,995731,2516564
2017-12-04,977616,956466,2899424
2017-12-05,1665042,977616,2383974
2017-12-06,1439275,1665042,1690108
2017-12-07,1536388,1439275,2294513
2017-12-08,2426247,1536388,2195577
2017-12-11,2042296,2426247,2438556
2017-12-12,2300408,2042296,2180984
2017-12-13,1823122,2300408,1684618
2017-12-14,4143453,1823122,1774564
2017-12-15,5330554,4143453,2871925
2017-12-18,3041728,5330554,2306264
2017-12-19,1015411,3041728,1469439
2017-12-20,1439275,1015411,1363529
2017-12-21,2473433,1439275,1502218
2017-12-22,1904175,2473433,1221315
2017-12-26,1922514,1904175,532863
2017-12-27,2516564,1922514,1038585
2017-12-28,2899424,2516564,607022
2017-12-29,2383974,2899424,1064895
2018-01-02,1690108,2383974,1047830
2018-01-03,2294513,1690108,1698899
2018-01-04,2195577,2294513,2231534
2018-01-05,2438556,2195577,1632512
2018-01-08,2180984,2438556,1613911
2018-01-09,1684618,2180984,2666711
